Team,Season,PlayerName,DateOfBirth,Position,ShirtNumber,Nationality,CurrentClub,ClubLeague,Height,Weight,PreferredFoot
Germany,2022,M. Neuer,N/A,GK,1.0,Germany,Club Data,League Data,180,75,Right
Germany,2022,A. Nübel,N/A,GK,21.0,Germany,Club Data,League Data,180,75,Left
Germany,2022,W. Anton,N/A,DF,3.0,Germany,Club Data,League Data,180,75,Left
Germany,2022,N. Brown,N/A,DF,18.0,Germany,Club Data,League Data,180,75,Right
Germany,2022,D. Raum,N/A,DF,22.0,Germany,Club Data,League Data,180,75,Right
Germany,2022,A. Rüdiger,N/A,DF,2.0,Germany,Club Data,League Data,180,75,Right
Germany,2022,N. Schlotterbeck,N/A,DF,15.0,Germany,Club Data,League Data,180,75,Right
Germany,2022,J. Tah,N/A,DF,4.0,Germany,Club Data,League Data,180,75,Right
Germany,2022,M. Thiaw,N/A,DF,24.0,Germany,Club Data,League Data,180,75,Right
Germany,2022,J. Kimmich,N/A,DF,6.0,Germany,Club Data,League Data,180,75,Right
Germany,2022,N. Amiri,N/A,MF,20.0,Germany,Club Data,League Data,180,75,Right
Germany,2022,L. Goretzka,N/A,MF,8.0,Germany,Club Data,League Data,180,75,Right
Germany,2022,P. Groß,N/A,MF,13.0,Germany,Club Data,League Data,180,75,Right
Germany,2022,L. Karl,N/A,MF,25.0,Germany,Club Data,League Data,180,75,Right
Germany,2022,J. Leweling,N/A,FW,9.0,Germany,Club Data,League Data,180,75,Right
Germany,2022,J. Musiala,N/A,MF,10.0,Germany,Club Data,League Data,180,75,Right
Germany,2022,F. Nmecha,N/A,MF,23.0,Germany,Club Data,League Data,180,75,Right
Germany,2022,A. Pavlovic,N/A,MF,5.0,Germany,Club Data,League Data,180,75,Right
Germany,2022,L. Sané,N/A,MF,19.0,Germany,Club Data,League Data,180,75,Right
Germany,2022,A. Stiller,N/A,MF,16.0,Germany,Club Data,League Data,180,75,Right
Germany,2022,F. Wirtz,N/A,MF,17.0,Germany,Club Data,League Data,180,75,Right
Germany,2022,K. Havertz,N/A,FW,7.0,Germany,Club Data,League Data,180,75,Left
Germany,2022,M. Beier,N/A,FW,14.0,Germany,Club Data,League Data,180,75,Right
Germany,2022,D. Undav,N/A,FW,26.0,Germany,Club Data,League Data,180,75,Right
Germany,2022,N. Woltemade,N/A,FW,11.0,Germany,Club Data,League Data,180,75,Left
Argentina,2022,E. Martínez,N/A,GK,23.0,Argentina,Club Data,League Data,180,75,Right
Argentina,2022,J. Musso,N/A,GK,1.0,Argentina,Club Data,League Data,180,75,Right
Argentina,2022,G. Rulli,N/A,GK,12.0,Argentina,Club Data,League Data,180,75,Right
Argentina,2022,L. Balerdi,N/A,DF,2.0,Argentina,Club Data,League Data,180,75,Right
Argentina,2022,Lisandro Martínez,N/A,DF,6.0,Argentina,Club Data,League Data,180,75,Right
Argentina,2022,F. Medina,N/A,DF,25.0,Argentina,Club Data,League Data,180,75,Right
Argentina,2022,N. Molina,N/A,DF,26.0,Argentina,Club Data,League Data,180,75,Right
Argentina,2022,G. Montiel,N/A,DF,4.0,Argentina,Club Data,League Data,180,75,Right
Argentina,2022,N. Otamendi,N/A,DF,19.0,Argentina,Club Data,League Data,180,75,Right
Argentina,2022,C. Romero,N/A,DF,13.0,Argentina,Club Data,League Data,180,75,Right
Argentina,2022,N. Tagliafico,N/A,DF,3.0,Argentina,Club Data,League Data,180,75,Left
Argentina,2022,V. Barco,N/A,MF,8.0,Argentina,Club Data,League Data,180,75,Right
Argentina,2022,E. Fernández,N/A,MF,24.0,Argentina,Club Data,League Data,180,75,Right
Argentina,2022,G. Lo Celso,N/A,MF,11.0,Argentina,Club Data,League Data,180,75,Left
Argentina,2022,A. Mac Allister,N/A,MF,20.0,Argentina,Club Data,League Data,180,75,Right
Argentina,2022,E. Palacios,N/A,MF,14.0,Argentina,Club Data,League Data,180,75,Right
Argentina,2022,L. Paredes,N/A,MF,5.0,Argentina,Club Data,League Data,180,75,Right
Argentina,2022,N. González,N/A,FW,15.0,Argentina,Club Data,League Data,180,75,Right
Argentina,2022,R. De Paul,N/A,MF,7.0,Argentina,Club Data,League Data,180,75,Left
Argentina,2022,T. Almada,N/A,FW,16.0,Argentina,Club Data,League Data,180,75,Right
Argentina,2022,J. Álvarez,N/A,FW,9.0,Argentina,Club Data,League Data,180,75,Right
Argentina,2022,N. Paz,N/A,FW,18.0,Argentina,Club Data,League Data,180,75,Right
Argentina,2022,J. López,N/A,FW,21.0,Argentina,Club Data,League Data,180,75,Left
Argentina,2022,Lautaro Martínez,N/A,FW,22.0,Argentina,Club Data,League Data,180,75,Right
Argentina,2022,L. Messi,N/A,FW,10.0,Argentina,Club Data,League Data,180,75,Right
Argentina,2022,G. Simeone,N/A,MF,17.0,Argentina,Club Data,League Data,180,75,Right
Portugal,2022,Diogo Costa,N/A,GK,1.0,Portugal,Club Data,League Data,180,75,Right
Portugal,2022,José Sá,N/A,GK,12.0,Portugal,Club Data,League Data,180,75,Right
Portugal,2022,Rui Silva,N/A,GK,22.0,Portugal,Club Data,League Data,180,75,Right
Portugal,2022,Tomás Araújo,N/A,DF,4.0,Portugal,Club Data,League Data,180,75,Right
Portugal,2022,João Cancelo,N/A,DF,20.0,Portugal,Club Data,League Data,180,75,Right
Portugal,2022,Diogo Dalot,N/A,DF,5.0,Portugal,Club Data,League Data,180,75,Right
Portugal,2022,Rúben Dias,N/A,DF,3.0,Portugal,Club Data,League Data,180,75,Left
Portugal,2022,Gonçalo Inácio,N/A,DF,14.0,Portugal,Club Data,League Data,180,75,Right
Portugal,2022,Nuno Mendes,N/A,DF,25.0,Portugal,Club Data,League Data,180,75,Right
Portugal,2022,Nélson Semedo,N/A,DF,2.0,Portugal,Club Data,League Data,180,75,Right
Portugal,2022,Renato Veiga,N/A,DF,13.0,Portugal,Club Data,League Data,180,75,Right
Portugal,2022,Samú Costa,N/A,MF,24.0,Portugal,Club Data,League Data,180,75,Right
Portugal,2022,Bruno Fernandes,N/A,MF,8.0,Portugal,Club Data,League Data,180,75,Right
Portugal,2022,João Neves,N/A,MF,15.0,Portugal,Club Data,League Data,180,75,Right
Portugal,2022,Rúben Neves,N/A,MF,21.0,Portugal,Club Data,League Data,180,75,Left
Portugal,2022,Matheus Nunes,N/A,MF,6.0,Portugal,Club Data,League Data,180,75,Right
Portugal,2022,Bernardo Silva,N/A,MF,10.0,Portugal,Club Data,League Data,180,75,Right
Portugal,2022,Vitinha,N/A,MF,23.0,Portugal,Club Data,League Data,180,75,Right
Portugal,2022,Francisco Conceição,N/A,MF,26.0,Portugal,Club Data,League Data,180,75,Right
Portugal,2022,Gonçalo Guedes,N/A,FW,19.0,Portugal,Club Data,League Data,180,75,Right
Portugal,2022,João Félix,N/A,FW,11.0,Portugal,Club Data,League Data,180,75,Left
Portugal,2022,Rafael Leão,N/A,MF,17.0,Portugal,Club Data,League Data,180,75,Right
Portugal,2022,Pedro Neto,N/A,FW,18.0,Portugal,Club Data,League Data,180,75,Right
Portugal,2022,Gonçalo Ramos,N/A,FW,9.0,Portugal,Club Data,League Data,180,75,Right
Portugal,2022,Cristiano Ronaldo,N/A,FW,7.0,Portugal,Club Data,League Data,180,75,Left
Portugal,2022,Trincão,N/A,FW,16.0,Portugal,Club Data,League Data,180,75,Right
Tunisia,2022,S. Ben Hsan,N/A,GK,22.0,Tunisia,Club Data,League Data,180,75,Right
Tunisia,2022,C. Abdelmouhib,N/A,GK,1.0,Tunisia,Club Data,League Data,180,75,Right
Tunisia,2022,A. Dahmen,N/A,GK,16.0,Tunisia,Club Data,League Data,180,75,Right
Tunisia,2022,A. Abdi,N/A,DF,2.0,Tunisia,Club Data,League Data,180,75,Right
Tunisia,2022,A. Arous,N/A,DF,5.0,Tunisia,Club Data,League Data,180,75,Right
Tunisia,2022,A. Ben Hmida,N/A,DF,21.0,Tunisia,Club Data,League Data,180,75,Left
Tunisia,2022,D. Bronn,N/A,DF,6.0,Tunisia,Club Data,League Data,180,75,Right
Tunisia,2022,R. Chikhaoui,N/A,DF,24.0,Tunisia,Club Data,League Data,180,75,Right
Tunisia,2022,M. Neffati,N/A,DF,23.0,Tunisia,Club Data,League Data,180,75,Right
Tunisia,2022,O. Rekik,N/A,DF,4.0,Tunisia,Club Data,League Data,180,75,Right
Tunisia,2022,M. Talbi,N/A,DF,3.0,Tunisia,Club Data,League Data,180,75,Left
Tunisia,2022,Y. Valery,N/A,DF,20.0,Tunisia,Club Data,League Data,180,75,Right
Tunisia,2022,M. Ben Ouanes,N/A,MF,12.0,Tunisia,Club Data,League Data,180,75,Right
Tunisia,2022,K. Ayari,N/A,MF,14.0,Tunisia,Club Data,League Data,180,75,Right
Tunisia,2022,Ismaël Gharbi,N/A,FW,11.0,Tunisia,Club Data,League Data,180,75,Left
Tunisia,2022,R. Khedira,N/A,MF,13.0,Tunisia,Club Data,League Data,180,75,Right
Tunisia,2022,H. Mejbri,N/A,MF,10.0,Tunisia,Club Data,League Data,180,75,Right
Tunisia,2022,E. Skhiri,N/A,MF,17.0,Tunisia,Club Data,League Data,180,75,Right
Tunisia,2022,A. Ben Slimane,N/A,MF,25.0,Tunisia,Club Data,League Data,180,75,Right
Tunisia,2022,H. Mahmoud,N/A,MF,15.0,Tunisia,Club Data,League Data,180,75,Right
Tunisia,2022,S. Tounekti,N/A,FW,26.0,Tunisia,Club Data,League Data,180,75,Right
Tunisia,2022,E. Achouri,N/A,MF,7.0,Tunisia,Club Data,League Data,180,75,Left
Tunisia,2022,F. Chaouat,N/A,FW,19.0,Tunisia,Club Data,League Data,180,75,Right
Tunisia,2022,R. Elloumi,N/A,FW,18.0,Tunisia,Club Data,League Data,180,75,Right
Tunisia,2022,H. Mastouri,N/A,FW,9.0,Tunisia,Club Data,League Data,180,75,Right
Tunisia,2022,E. Saad,N/A,FW,8.0,Tunisia,Club Data,League Data,180,75,Right
Costa Rica,2022,K. Chamorro,N/A,GK,18.0,Costa Rica,Club Data,League Data,180,75,Right
Costa Rica,2022,A. Madríz,N/A,GK,23.0,Costa Rica,Club Data,League Data,180,75,Right
Costa Rica,2022,P. Sequeira,N/A,GK,1.0,Costa Rica,Club Data,League Data,180,75,Right
Costa Rica,2022,J. Azofeifa,N/A,DF,3.0,Costa Rica,Club Data,League Data,180,75,Left
Costa Rica,2022,F. Faerrón,N/A,DF,5.0,Costa Rica,Club Data,League Data,180,75,Right
Costa Rica,2022,D. López,N/A,DF,21.0,Costa Rica,Club Data,League Data,180,75,Left
Costa Rica,2022,J. Mitchell,N/A,DF,3.0,Costa Rica,Club Data,League Data,180,75,Left
Costa Rica,2022,A. Salazar,N/A,MF,4.0,Costa Rica,Club Data,League Data,180,75,Right
Costa Rica,2022,G. Taylor,N/A,DF,2.0,Costa Rica,Club Data,League Data,180,75,Right
Costa Rica,2022,J. Vargas,N/A,DF,4.0,Costa Rica,Club Data,League Data,180,75,Right
Costa Rica,2022,G. Villalobos,N/A,DF,2.0,Costa Rica,Club Data,League Data,180,75,Right
Costa Rica,2022,J. Alcócer,N/A,MF,10.0,Costa Rica,Club Data,League Data,180,75,Right
Costa Rica,2022,D. Araya,N/A,DF,8.0,Costa Rica,Club Data,League Data,180,75,Right
Costa Rica,2022,J. Brenes,N/A,MF,13.0,Costa Rica,Club Data,League Data,180,75,Right
Costa Rica,2022,O. Galo,N/A,MF,14.0,Costa Rica,Club Data,League Data,180,75,Right
Costa Rica,2022,H. Quirós,N/A,DF,20.0,Costa Rica,Club Data,League Data,180,75,Right
Costa Rica,2022,Á. Zamora,N/A,FW,21.0,Costa Rica,Club Data,League Data,180,75,Left
Costa Rica,2022,W. Madrigal,N/A,FW,17.0,Costa Rica,Club Data,League Data,180,75,Right
Costa Rica,2022,C. Mora,N/A,MF,22.0,Costa Rica,Club Data,League Data,180,75,Right
Costa Rica,2022,C. Pérez,N/A,FW,22.0,Costa Rica,Club Data,League Data,180,75,Right
Costa Rica,2022,A. Rojas,N/A,FW,7.0,Costa Rica,Club Data,League Data,180,75,Left
Costa Rica,2022,A. Soto,N/A,FW,12.0,Costa Rica,Club Data,League Data,180,75,Right
Morocco,2022,Y. Bounou,N/A,GK,1.0,Morocco,Club Data,League Data,180,75,Right
Morocco,2022,M. Mohamedi,N/A,GK,12.0,Morocco,Club Data,League Data,180,75,Right
Morocco,2022,A. Tagnaouti,N/A,GK,22.0,Morocco,Club Data,League Data,180,75,Right
Morocco,2022,N. Aguerd,N/A,DF,5.0,Morocco,Club Data,League Data,180,75,Right
Morocco,2022,I. Diop,N/A,DF,14.0,Morocco,Club Data,League Data,180,75,Right
Morocco,2022,Z. El Ouahdi,N/A,DF,13.0,Morocco,Club Data,League Data,180,75,Right
Morocco,2022,A. Hakimi,N/A,DF,2.0,Morocco,Club Data,League Data,180,75,Right
Morocco,2022,R. Halhal,N/A,DF,25.0,Morocco,Club Data,League Data,180,75,Right
Morocco,2022,N. Mazraoui,N/A,DF,3.0,Morocco,Club Data,League Data,180,75,Left
Morocco,2022,C. Riad,N/A,DF,18.0,Morocco,Club Data,League Data,180,75,Right
Morocco,2022,A. Salah-Eddine,N/A,DF,26.0,Morocco,Club Data,League Data,180,75,Right
Morocco,2022,Y. Belammari,N/A,DF,19.0,Morocco,Club Data,League Data,180,75,Right
Morocco,2022,S. Amrabat,N/A,MF,4.0,Morocco,Club Data,League Data,180,75,Right
Morocco,2022,A. Bouaddi,N/A,MF,6.0,Morocco,Club Data,League Data,180,75,Right
Morocco,2022,N. El Aynaoui,N/A,MF,24.0,Morocco,Club Data,League Data,180,75,Right
Morocco,2022,B. El Khannouss,N/A,MF,23.0,Morocco,Club Data,League Data,180,75,Right
Morocco,2022,S. El Mourabet,N/A,MF,15.0,Morocco,Club Data,League Data,180,75,Right
Morocco,2022,A. Ounahi,N/A,MF,8.0,Morocco,Club Data,League Data,180,75,Right
Morocco,2022,I. Saibari,N/A,FW,11.0,Morocco,Club Data,League Data,180,75,Left
Morocco,2022,C. Talbi,N/A,MF,7.0,Morocco,Club Data,League Data,180,75,Left
Morocco,2022,Gessime Yassine,N/A,FW,16.0,Morocco,Club Data,League Data,180,75,Right
Morocco,2022,Brahim Díaz,N/A,MF,10.0,Morocco,Club Data,League Data,180,75,Right
Morocco,2022,A. Amaimouni,N/A,MF,21.0,Morocco,Club Data,League Data,180,75,Left
Morocco,2022,A. El Kaabi,N/A,FW,20.0,Morocco,Club Data,League Data,180,75,Right
Morocco,2022,A. Ezzalzouli,N/A,MF,17.0,Morocco,Club Data,League Data,180,75,Right
Morocco,2022,S. Rahimi,N/A,FW,9.0,Morocco,Club Data,League Data,180,75,Right
Wales,2022,K. Darlow,N/A,GK,1.0,Wales,Club Data,League Data,180,75,Right
Wales,2022,T. King,N/A,GK,21.0,Wales,Club Data,League Data,180,75,Left
Wales,2022,D. Ward,N/A,GK,12.0,Wales,Club Data,League Data,180,75,Right
Wales,2022,E. Ampadu,N/A,DF,5.0,Wales,Club Data,League Data,180,75,Right
Wales,2022,B. Cabango,N/A,DF,13.0,Wales,Club Data,League Data,180,75,Right
Wales,2022,J. Dasilva,N/A,DF,15.0,Wales,Club Data,League Data,180,75,Right
Wales,2022,R. Kpakio,N/A,DF,17.0,Wales,Club Data,League Data,180,75,Right
Wales,2022,D. Lawlor,N/A,DF,16.0,Wales,Club Data,League Data,180,75,Right
Wales,2022,R. Norrington-Davies,N/A,DF,18.0,Wales,Club Data,League Data,180,75,Right
Wales,2022,J. Rodon,N/A,DF,6.0,Wales,Club Data,League Data,180,75,Right
Wales,2022,N. Williams,N/A,DF,3.0,Wales,Club Data,League Data,180,75,Left
Wales,2022,Kai Andrews,N/A,MF,10.0,Wales,Club Data,League Data,180,75,Right
Wales,2022,N. Broadhead,N/A,MF,23.0,Wales,Club Data,League Data,180,75,Right
Wales,2022,J. Colwill,N/A,MF,8.0,Wales,Club Data,League Data,180,75,Right
Wales,2022,D. James,N/A,MF,20.0,Wales,Club Data,League Data,180,75,Right
Wales,2022,J. James,N/A,MF,17.0,Wales,Club Data,League Data,180,75,Right
Wales,2022,J. Sheehan,N/A,MF,22.0,Wales,Club Data,League Data,180,75,Right
Wales,2022,H. Wilson,N/A,MF,8.0,Wales,Club Data,League Data,180,75,Right
Wales,2022,D. Brooks,N/A,MF,7.0,Wales,Club Data,League Data,180,75,Left
Wales,2022,L. Cullen,N/A,FW,10.0,Wales,Club Data,League Data,180,75,Right
Wales,2022,M. Harris,N/A,FW,18.0,Wales,Club Data,League Data,180,75,Right
Wales,2022,B. Johnson,N/A,MF,11.0,Wales,Club Data,League Data,180,75,Left
Wales,2022,L. Koumas,N/A,FW,9.0,Wales,Club Data,League Data,180,75,Right
Wales,2022,R. Matondo,N/A,FW,9.0,Wales,Club Data,League Data,180,75,Right
Wales,2022,S. Thomas,N/A,FW,19.0,Wales,Club Data,League Data,180,75,Right
Netherlands,2022,M. Flekken,N/A,GK,23.0,Netherlands,Club Data,League Data,180,75,Right
Netherlands,2022,R. Roefs,N/A,GK,13.0,Netherlands,Club Data,League Data,180,75,Right
Netherlands,2022,B. Verbruggen,N/A,GK,1.0,Netherlands,Club Data,League Data,180,75,Right
Netherlands,2022,N. Aké,N/A,DF,5.0,Netherlands,Club Data,League Data,180,75,Right
Netherlands,2022,D. Dumfries,N/A,DF,22.0,Netherlands,Club Data,League Data,180,75,Right
Netherlands,2022,J. Hato,N/A,DF,25.0,Netherlands,Club Data,League Data,180,75,Right
Netherlands,2022,J. Timber,N/A,DF,2.0,Netherlands,Club Data,League Data,180,75,Right
Netherlands,2022,V. van Dijk,N/A,DF,4.0,Netherlands,Club Data,League Data,180,75,Right
Netherlands,2022,J. van Hecke,N/A,DF,6.0,Netherlands,Club Data,League Data,180,75,Right
Netherlands,2022,M. van de Ven,N/A,DF,15.0,Netherlands,Club Data,League Data,180,75,Right
Netherlands,2022,M. Wieffer,N/A,DF,12.0,Netherlands,Club Data,League Data,180,75,Right
Netherlands,2022,R. Gravenberch,N/A,MF,8.0,Netherlands,Club Data,League Data,180,75,Right
Netherlands,2022,T. Koopmeiners,N/A,MF,20.0,Netherlands,Club Data,League Data,180,75,Right
Netherlands,2022,T. Reijnders,N/A,MF,14.0,Netherlands,Club Data,League Data,180,75,Right
Netherlands,2022,G. Til,N/A,MF,16.0,Netherlands,Club Data,League Data,180,75,Right
Netherlands,2022,Q. Timber,N/A,MF,26.0,Netherlands,Club Data,League Data,180,75,Right
Netherlands,2022,F. de Jong,N/A,MF,21.0,Netherlands,Club Data,League Data,180,75,Left
Netherlands,2022,M. de Roon,N/A,MF,3.0,Netherlands,Club Data,League Data,180,75,Left
Netherlands,2022,J. Kluivert,N/A,FW,7.0,Netherlands,Club Data,League Data,180,75,Left
Netherlands,2022,B. Brobbey,N/A,FW,19.0,Netherlands,Club Data,League Data,180,75,Right
Netherlands,2022,M. Depay,N/A,FW,10.0,Netherlands,Club Data,League Data,180,75,Right
Netherlands,2022,C. Gakpo,N/A,FW,11.0,Netherlands,Club Data,League Data,180,75,Left
Netherlands,2022,N. Lang,N/A,FW,17.0,Netherlands,Club Data,League Data,180,75,Right
Netherlands,2022,D. Malen,N/A,FW,18.0,Netherlands,Club Data,League Data,180,75,Right
Netherlands,2022,C. Summerville,N/A,FW,24.0,Netherlands,Club Data,League Data,180,75,Right
Netherlands,2022,W. Weghorst,N/A,FW,9.0,Netherlands,Club Data,League Data,180,75,Right
Ghana,2022,B. Asare,N/A,GK,16.0,Ghana,Club Data,League Data,180,75,Right
Ghana,2022,J. Anang,N/A,GK,12.0,Ghana,Club Data,League Data,180,75,Right
Ghana,2022,L. Zigi,N/A,GK,1.0,Ghana,Club Data,League Data,180,75,Right
Ghana,2022,J. Adjetey,N/A,DF,4.0,Ghana,Club Data,League Data,180,75,Right
Ghana,2022,D. Luckassen,N/A,DF,23.0,Ghana,Club Data,League Data,180,75,Right
Ghana,2022,G. Mensah,N/A,DF,14.0,Ghana,Club Data,League Data,180,75,Right
Ghana,2022,A. Seidu,N/A,DF,2.0,Ghana,Club Data,League Data,180,75,Right
Ghana,2022,J. Opoku,N/A,DF,18.0,Ghana,Club Data,League Data,180,75,Right
Ghana,2022,K. Peprah Oppong,N/A,DF,21.0,Ghana,Club Data,League Data,180,75,Left
Ghana,2022,A. Mumin,N/A,DF,6.0,Ghana,Club Data,League Data,180,75,Right
Ghana,2022,M. Senaya,N/A,DF,26.0,Ghana,Club Data,League Data,180,75,Right
Ghana,2022,A. Baba,N/A,DF,17.0,Ghana,Club Data,League Data,180,75,Right
Ghana,2022,E. Owusu,N/A,MF,15.0,Ghana,Club Data,League Data,180,75,Right
Ghana,2022,T. Partey,N/A,MF,5.0,Ghana,Club Data,League Data,180,75,Right
Ghana,2022,K. Sibo,N/A,MF,8.0,Ghana,Club Data,League Data,180,75,Right
Ghana,2022,Caleb Marfo Yirenkyi,N/A,MF,3.0,Ghana,Club Data,League Data,180,75,Left
Ghana,2022,A. Semenyo,N/A,FW,11.0,Ghana,Club Data,League Data,180,75,Left
Ghana,2022,A. Boakye,N/A,MF,20.0,Ghana,Club Data,League Data,180,75,Right
Ghana,2022,A. Fatawu,N/A,MF,7.0,Ghana,Club Data,League Data,180,75,Left
Ghana,2022,P. Adu,N/A,MF,25.0,Ghana,Club Data,League Data,180,75,Right
Ghana,2022,B. Thomas-Asante,N/A,FW,10.0,Ghana,Club Data,League Data,180,75,Right
Ghana,2022,J. Ayew,N/A,FW,9.0,Ghana,Club Data,League Data,180,75,Right
Ghana,2022,C. Bonsu Baah,N/A,FW,13.0,Ghana,Club Data,League Data,180,75,Right
Ghana,2022,I. Williams,N/A,FW,19.0,Ghana,Club Data,League Data,180,75,Right
Ghana,2022,E. Nuamah,N/A,FW,24.0,Ghana,Club Data,League Data,180,75,Right
Ghana,2022,K. Sulemana,N/A,FW,22.0,Ghana,Club Data,League Data,180,75,Right
Cameroon,2022,D. Epassy,N/A,GK,16.0,Cameroon,Club Data,League Data,180,75,Right
Cameroon,2022,S. Ngapandouetnbu,N/A,GK,23.0,Cameroon,Club Data,League Data,180,75,Right
Cameroon,2022,Blondy Rudolph Nna Noukeu,N/A,GK,,Cameroon,Club Data,League Data,180,75,Right
Cameroon,2022,H. Ousmanou,N/A,GK,25.0,Cameroon,Club Data,League Data,180,75,Right
Cameroon,2022,S. Eloundou,N/A,DF,12.0,Cameroon,Club Data,League Data,180,75,Right
Cameroon,2022,O. Kamdem,N/A,DF,,Cameroon,Club Data,League Data,180,75,Right
Cameroon,2022,K. Keben,N/A,DF,,Cameroon,Club Data,League Data,180,75,Right
Cameroon,2022,S. Keller,N/A,DF,,Cameroon,Club Data,League Data,180,75,Right
Cameroon,2022,S. Kotto,N/A,DF,17.0,Cameroon,Club Data,League Data,180,75,Right
Cameroon,2022,C. Malone,N/A,DF,3.0,Cameroon,Club Data,League Data,180,75,Left
Cameroon,2022,E. Moungam,N/A,DF,,Cameroon,Club Data,League Data,180,75,Right
Cameroon,2022,M. Nagida,N/A,DF,18.0,Cameroon,Club Data,League Data,180,75,Right
Cameroon,2022,D. Yongwa,N/A,DF,13.0,Cameroon,Club Data,League Data,180,75,Right
Cameroon,2022,F. Ambina,N/A,MF,21.0,Cameroon,Club Data,League Data,180,75,Left
Cameroon,2022,A. Avom,N/A,MF,15.0,Cameroon,Club Data,League Data,180,75,Right
Cameroon,2022,R. Fosso,N/A,MF,6.0,Cameroon,Club Data,League Data,180,75,Right
Cameroon,2022,Arnold Mael Kamdem,N/A,MF,27.0,Cameroon,Club Data,League Data,180,75,Right
Cameroon,2022,F. Monyebe,N/A,MF,,Cameroon,Club Data,League Data,180,75,Right
Cameroon,2022,K. Nifanso,N/A,MF,20.0,Cameroon,Club Data,League Data,180,75,Right
Cameroon,2022,Etta Eyong,N/A,FW,21.0,Cameroon,Club Data,League Data,180,75,Left
Cameroon,2022,Christian Kofane,N/A,FW,26.0,Cameroon,Club Data,League Data,180,75,Right
Cameroon,2022,B. Mbeumo,N/A,FW,10.0,Cameroon,Club Data,League Data,180,75,Right
Cameroon,2022,D. Namaso,N/A,FW,14.0,Cameroon,Club Data,League Data,180,75,Right
Cameroon,2022,J. Tchatchoua,N/A,FW,2.0,Cameroon,Club Data,League Data,180,75,Right
Cameroon,2022,Matah Yondjio,N/A,FW,9.0,Cameroon,Club Data,League Data,180,75,Right
