Team,Season,PlayerName,DateOfBirth,Position,ShirtNumber,Nationality,CurrentClub,ClubLeague,Height,Weight,PreferredFoot
Netherlands,2026,Player NET-11,21/05/1998,DF,11,Netherlands,Al-Hilal,Saudi Pro League,191,81,Left
Netherlands,2026,Player NET-12,22/05/1998,DF,12,Netherlands,Real Madrid,LaLiga,192,82,Right
Netherlands,2026,Player NET-13,23/05/1998,DF,13,Netherlands,Manchester City,Premier League,193,83,Right
Netherlands,2026,Player NET-14,24/05/1998,MF,14,Netherlands,Bayern Munich,Bundesliga,194,84,Right
Netherlands,2026,Player NET-15,25/05/1998,MF,15,Netherlands,PSG,Ligue 1,180,85,Right
Netherlands,2026,Player NET-16,26/05/1998,MF,16,Netherlands,Inter Milan,Serie A,181,86,Right
Netherlands,2026,Player NET-17,27/05/1998,FW,17,Netherlands,Al-Hilal,Saudi Pro League,182,87,Right
Netherlands,2026,Player NET-18,10/05/1998,FW,18,Netherlands,Real Madrid,LaLiga,183,70,Right
Netherlands,2026,Player NET-19,11/05/1998,FW,19,Netherlands,Manchester City,Premier League,184,71,Right
Netherlands,2026,Player NET-20,12/05/1998,GK,20,Netherlands,Bayern Munich,Bundesliga,192,86,Right
Netherlands,2026,Player NET-21,13/05/1998,DF,21,Netherlands,PSG,Ligue 1,186,73,Left
Netherlands,2026,Player NET-22,14/05/1998,DF,22,Netherlands,Inter Milan,Serie A,187,74,Right
Netherlands,2026,Player NET-23,15/05/1998,DF,23,Netherlands,Al-Hilal,Saudi Pro League,188,75,Right
Netherlands,2026,Player NET-24,16/05/1998,MF,24,Netherlands,Real Madrid,LaLiga,189,76,Right
Netherlands,2026,Player NET-25,17/05/1998,MF,25,Netherlands,Manchester City,Premier League,190,77,Right
Netherlands,2026,Player NET-26,18/05/1998,MF,26,Netherlands,Bayern Munich,Bundesliga,191,78,Right
Croatia,2026,Player CRO-1,11/05/1998,DF,1,Croatia,Manchester City,Premier League,181,71,Right
Croatia,2026,Player CRO-2,12/05/1998,DF,2,Croatia,Bayern Munich,Bundesliga,182,72,Right
Croatia,2026,Player CRO-3,13/05/1998,DF,3,Croatia,PSG,Ligue 1,183,73,Left
Croatia,2026,Player CRO-4,14/05/1998,MF,4,Croatia,Inter Milan,Serie A,184,74,Right
Croatia,2026,Player CRO-5,15/05/1998,MF,5,Croatia,Al-Hilal,Saudi Pro League,185,75,Right
Croatia,2026,Player CRO-6,16/05/1998,MF,6,Croatia,Real Madrid,LaLiga,186,76,Right
Croatia,2026,Player CRO-7,17/05/1998,FW,7,Croatia,Manchester City,Premier League,187,77,Left
Croatia,2026,Player CRO-8,18/05/1998,FW,8,Croatia,Bayern Munich,Bundesliga,188,78,Right
Croatia,2026,Player CRO-9,19/05/1998,FW,9,Croatia,PSG,Ligue 1,189,79,Right
Croatia,2026,Player CRO-10,20/05/1998,GK,10,Croatia,Inter Milan,Serie A,192,86,Right
Croatia,2026,Player CRO-11,21/05/1998,DF,11,Croatia,Al-Hilal,Saudi Pro League,191,81,Left
Croatia,2026,Player CRO-12,22/05/1998,DF,12,Croatia,Real Madrid,LaLiga,192,82,Right
Croatia,2026,Player CRO-13,23/05/1998,DF,13,Croatia,Manchester City,Premier League,193,83,Right
Croatia,2026,Player CRO-14,24/05/1998,MF,14,Croatia,Bayern Munich,Bundesliga,194,84,Right
Croatia,2026,Player CRO-15,25/05/1998,MF,15,Croatia,PSG,Ligue 1,180,85,Right
Croatia,2026,Player CRO-16,26/05/1998,MF,16,Croatia,Inter Milan,Serie A,181,86,Right
Croatia,2026,Player CRO-17,27/05/1998,FW,17,Croatia,Al-Hilal,Saudi Pro League,182,87,Right
Croatia,2026,Player CRO-18,10/05/1998,FW,18,Croatia,Real Madrid,LaLiga,183,70,Right
Croatia,2026,Player CRO-19,11/05/1998,FW,19,Croatia,Manchester City,Premier League,184,71,Right
Croatia,2026,Player CRO-20,12/05/1998,GK,20,Croatia,Bayern Munich,Bundesliga,192,86,Right
Croatia,2026,Player CRO-21,13/05/1998,DF,21,Croatia,PSG,Ligue 1,186,73,Left
Croatia,2026,Player CRO-22,14/05/1998,DF,22,Croatia,Inter Milan,Serie A,187,74,Right
Croatia,2026,Player CRO-23,15/05/1998,DF,23,Croatia,Al-Hilal,Saudi Pro League,188,75,Right
Croatia,2026,Player CRO-24,16/05/1998,MF,24,Croatia,Real Madrid,LaLiga,189,76,Right
Croatia,2026,Player CRO-25,17/05/1998,MF,25,Croatia,Manchester City,Premier League,190,77,Right
Croatia,2026,Player CRO-26,18/05/1998,MF,26,Croatia,Bayern Munich,Bundesliga,191,78,Right
Morocco,2026,Player MOR-1,11/05/1998,DF,1,Morocco,Manchester City,Premier League,181,71,Right
Morocco,2026,Player MOR-2,12/05/1998,DF,2,Morocco,Bayern Munich,Bundesliga,182,72,Right
Morocco,2026,Player MOR-3,13/05/1998,DF,3,Morocco,PSG,Ligue 1,183,73,Left
Morocco,2026,Player MOR-4,14/05/1998,MF,4,Morocco,Inter Milan,Serie A,184,74,Right
Morocco,2026,Player MOR-5,15/05/1998,MF,5,Morocco,Al-Hilal,Saudi Pro League,185,75,Right
Morocco,2026,Player MOR-6,16/05/1998,MF,6,Morocco,Real Madrid,LaLiga,186,76,Right
Morocco,2026,Player MOR-7,17/05/1998,FW,7,Morocco,Manchester City,Premier League,187,77,Left
Morocco,2026,Player MOR-8,18/05/1998,FW,8,Morocco,Bayern Munich,Bundesliga,188,78,Right
Morocco,2026,Player MOR-9,19/05/1998,FW,9,Morocco,PSG,Ligue 1,189,79,Right
Morocco,2026,Player MOR-10,20/05/1998,GK,10,Morocco,Inter Milan,Serie A,192,86,Right
Morocco,2026,Player MOR-11,21/05/1998,DF,11,Morocco,Al-Hilal,Saudi Pro League,191,81,Left
Morocco,2026,Player MOR-12,22/05/1998,DF,12,Morocco,Real Madrid,LaLiga,192,82,Right
Morocco,2026,Player MOR-13,23/05/1998,DF,13,Morocco,Manchester City,Premier League,193,83,Right
Morocco,2026,Player MOR-14,24/05/1998,MF,14,Morocco,Bayern Munich,Bundesliga,194,84,Right
Morocco,2026,Player MOR-15,25/05/1998,MF,15,Morocco,PSG,Ligue 1,180,85,Right
Morocco,2026,Player MOR-16,26/05/1998,MF,16,Morocco,Inter Milan,Serie A,181,86,Right
Morocco,2026,Player MOR-17,27/05/1998,FW,17,Morocco,Al-Hilal,Saudi Pro League,182,87,Right
Morocco,2026,Player MOR-18,10/05/1998,FW,18,Morocco,Real Madrid,LaLiga,183,70,Right
Morocco,2026,Player MOR-19,11/05/1998,FW,19,Morocco,Manchester City,Premier League,184,71,Right
Morocco,2026,Player MOR-20,12/05/1998,GK,20,Morocco,Bayern Munich,Bundesliga,192,86,Right
Morocco,2026,Player MOR-21,13/05/1998,DF,21,Morocco,PSG,Ligue 1,186,73,Left
Morocco,2026,Player MOR-22,14/05/1998,DF,22,Morocco,Inter Milan,Serie A,187,74,Right
Morocco,2026,Player MOR-23,15/05/1998,DF,23,Morocco,Al-Hilal,Saudi Pro League,188,75,Right
Morocco,2026,Player MOR-24,16/05/1998,MF,24,Morocco,Real Madrid,LaLiga,189,76,Right
Morocco,2026,Player MOR-25,17/05/1998,MF,25,Morocco,Manchester City,Premier League,190,77,Right
Morocco,2026,Player MOR-26,18/05/1998,MF,26,Morocco,Bayern Munich,Bundesliga,191,78,Right
Senegal,2026,Player SEN-1,11/05/1998,DF,1,Senegal,Manchester City,Premier League,181,71,Right
Senegal,2026,Player SEN-2,12/05/1998,DF,2,Senegal,Bayern Munich,Bundesliga,182,72,Right
Senegal,2026,Player SEN-3,13/05/1998,DF,3,Senegal,PSG,Ligue 1,183,73,Left
Senegal,2026,Player SEN-4,14/05/1998,MF,4,Senegal,Inter Milan,Serie A,184,74,Right
Senegal,2026,Player SEN-5,15/05/1998,MF,5,Senegal,Al-Hilal,Saudi Pro League,185,75,Right
Senegal,2026,Player SEN-6,16/05/1998,MF,6,Senegal,Real Madrid,LaLiga,186,76,Right
Senegal,2026,Player SEN-7,17/05/1998,FW,7,Senegal,Manchester City,Premier League,187,77,Left
Senegal,2026,Player SEN-8,18/05/1998,FW,8,Senegal,Bayern Munich,Bundesliga,188,78,Right
Senegal,2026,Player SEN-9,19/05/1998,FW,9,Senegal,PSG,Ligue 1,189,79,Right
Senegal,2026,Player SEN-10,20/05/1998,GK,10,Senegal,Inter Milan,Serie A,192,86,Right
Senegal,2026,Player SEN-11,21/05/1998,DF,11,Senegal,Al-Hilal,Saudi Pro League,191,81,Left
Senegal,2026,Player SEN-12,22/05/1998,DF,12,Senegal,Real Madrid,LaLiga,192,82,Right
Senegal,2026,Player SEN-13,23/05/1998,DF,13,Senegal,Manchester City,Premier League,193,83,Right
Senegal,2026,Player SEN-14,24/05/1998,MF,14,Senegal,Bayern Munich,Bundesliga,194,84,Right
Senegal,2026,Player SEN-15,25/05/1998,MF,15,Senegal,PSG,Ligue 1,180,85,Right
Senegal,2026,Player SEN-16,26/05/1998,MF,16,Senegal,Inter Milan,Serie A,181,86,Right
Senegal,2026,Player SEN-17,27/05/1998,FW,17,Senegal,Al-Hilal,Saudi Pro League,182,87,Right
Senegal,2026,Player SEN-18,10/05/1998,FW,18,Senegal,Real Madrid,LaLiga,183,70,Right
Senegal,2026,Player SEN-19,11/05/1998,FW,19,Senegal,Manchester City,Premier League,184,71,Right
Senegal,2026,Player SEN-20,12/05/1998,GK,20,Senegal,Bayern Munich,Bundesliga,192,86,Right
Senegal,2026,Player SEN-21,13/05/1998,DF,21,Senegal,PSG,Ligue 1,186,73,Left
Senegal,2026,Player SEN-22,14/05/1998,DF,22,Senegal,Inter Milan,Serie A,187,74,Right
Senegal,2026,Player SEN-23,15/05/1998,DF,23,Senegal,Al-Hilal,Saudi Pro League,188,75,Right
Senegal,2026,Player SEN-24,16/05/1998,MF,24,Senegal,Real Madrid,LaLiga,189,76,Right
Senegal,2026,Player SEN-25,17/05/1998,MF,25,Senegal,Manchester City,Premier League,190,77,Right
Senegal,2026,Player SEN-26,18/05/1998,MF,26,Senegal,Bayern Munich,Bundesliga,191,78,Right
USA,2026,Player USA-1,11/05/1998,DF,1,USA,Manchester City,Premier League,181,71,Right
USA,2026,Player USA-2,12/05/1998,DF,2,USA,Bayern Munich,Bundesliga,182,72,Right
USA,2026,Player USA-3,13/05/1998,DF,3,USA,PSG,Ligue 1,183,73,Left
USA,2026,Player USA-4,14/05/1998,MF,4,USA,Inter Milan,Serie A,184,74,Right
USA,2026,Player USA-5,15/05/1998,MF,5,USA,Al-Hilal,Saudi Pro League,185,75,Right
USA,2026,Player USA-6,16/05/1998,MF,6,USA,Real Madrid,LaLiga,186,76,Right
USA,2026,Player USA-7,17/05/1998,FW,7,USA,Manchester City,Premier League,187,77,Left
USA,2026,Player USA-8,18/05/1998,FW,8,USA,Bayern Munich,Bundesliga,188,78,Right
USA,2026,Player USA-9,19/05/1998,FW,9,USA,PSG,Ligue 1,189,79,Right
USA,2026,Player USA-10,20/05/1998,GK,10,USA,Inter Milan,Serie A,192,86,Right
USA,2026,Player USA-11,21/05/1998,DF,11,USA,Al-Hilal,Saudi Pro League,191,81,Left
USA,2026,Player USA-12,22/05/1998,DF,12,USA,Real Madrid,LaLiga,192,82,Right
USA,2026,Player USA-13,23/05/1998,DF,13,USA,Manchester City,Premier League,193,83,Right
USA,2026,Player USA-14,24/05/1998,MF,14,USA,Bayern Munich,Bundesliga,194,84,Right
USA,2026,Player USA-15,25/05/1998,MF,15,USA,PSG,Ligue 1,180,85,Right
USA,2026,Player USA-16,26/05/1998,MF,16,USA,Inter Milan,Serie A,181,86,Right
USA,2026,Player USA-17,27/05/1998,FW,17,USA,Al-Hilal,Saudi Pro League,182,87,Right
USA,2026,Player USA-18,10/05/1998,FW,18,USA,Real Madrid,LaLiga,183,70,Right
USA,2026,Player USA-19,11/05/1998,FW,19,USA,Manchester City,Premier League,184,71,Right
USA,2026,Player USA-20,12/05/1998,GK,20,USA,Bayern Munich,Bundesliga,192,86,Right
USA,2026,Player USA-21,13/05/1998,DF,21,USA,PSG,Ligue 1,186,73,Left
USA,2026,Player USA-22,14/05/1998,DF,22,USA,Inter Milan,Serie A,187,74,Right
USA,2026,Player USA-23,15/05/1998,DF,23,USA,Al-Hilal,Saudi Pro League,188,75,Right
USA,2026,Player USA-24,16/05/1998,MF,24,USA,Real Madrid,LaLiga,189,76,Right
USA,2026,Player USA-25,17/05/1998,MF,25,USA,Manchester City,Premier League,190,77,Right
USA,2026,Player USA-26,18/05/1998,MF,26,USA,Bayern Munich,Bundesliga,191,78,Right
Mexico,2026,Player MEX-1,11/05/1998,DF,1,Mexico,Manchester City,Premier League,181,71,Right
Mexico,2026,Player MEX-2,12/05/1998,DF,2,Mexico,Bayern Munich,Bundesliga,182,72,Right
Mexico,2026,Player MEX-3,13/05/1998,DF,3,Mexico,PSG,Ligue 1,183,73,Left
Mexico,2026,Player MEX-4,14/05/1998,MF,4,Mexico,Inter Milan,Serie A,184,74,Right
Mexico,2026,Player MEX-5,15/05/1998,MF,5,Mexico,Al-Hilal,Saudi Pro League,185,75,Right
Mexico,2026,Player MEX-6,16/05/1998,MF,6,Mexico,Real Madrid,LaLiga,186,76,Right
Mexico,2026,Player MEX-7,17/05/1998,FW,7,Mexico,Manchester City,Premier League,187,77,Left
Mexico,2026,Player MEX-8,18/05/1998,FW,8,Mexico,Bayern Munich,Bundesliga,188,78,Right
Mexico,2026,Player MEX-9,19/05/1998,FW,9,Mexico,PSG,Ligue 1,189,79,Right
Mexico,2026,Player MEX-10,20/05/1998,GK,10,Mexico,Inter Milan,Serie A,192,86,Right
Mexico,2026,Player MEX-11,21/05/1998,DF,11,Mexico,Al-Hilal,Saudi Pro League,191,81,Left
Mexico,2026,Player MEX-12,22/05/1998,DF,12,Mexico,Real Madrid,LaLiga,192,82,Right
Mexico,2026,Player MEX-13,23/05/1998,DF,13,Mexico,Manchester City,Premier League,193,83,Right
Mexico,2026,Player MEX-14,24/05/1998,MF,14,Mexico,Bayern Munich,Bundesliga,194,84,Right
Mexico,2026,Player MEX-15,25/05/1998,MF,15,Mexico,PSG,Ligue 1,180,85,Right
Mexico,2026,Player MEX-16,26/05/1998,MF,16,Mexico,Inter Milan,Serie A,181,86,Right
Mexico,2026,Player MEX-17,27/05/1998,FW,17,Mexico,Al-Hilal,Saudi Pro League,182,87,Right
Mexico,2026,Player MEX-18,10/05/1998,FW,18,Mexico,Real Madrid,LaLiga,183,70,Right
Mexico,2026,Player MEX-19,11/05/1998,FW,19,Mexico,Manchester City,Premier League,184,71,Right
Mexico,2026,Player MEX-20,12/05/1998,GK,20,Mexico,Bayern Munich,Bundesliga,192,86,Right
Mexico,2026,Player MEX-21,13/05/1998,DF,21,Mexico,PSG,Ligue 1,186,73,Left
Mexico,2026,Player MEX-22,14/05/1998,DF,22,Mexico,Inter Milan,Serie A,187,74,Right
Mexico,2026,Player MEX-23,15/05/1998,DF,23,Mexico,Al-Hilal,Saudi Pro League,188,75,Right
Mexico,2026,Player MEX-24,16/05/1998,MF,24,Mexico,Real Madrid,LaLiga,189,76,Right
Mexico,2026,Player MEX-25,17/05/1998,MF,25,Mexico,Manchester City,Premier League,190,77,Right
Mexico,2026,Player MEX-26,18/05/1998,MF,26,Mexico,Bayern Munich,Bundesliga,191,78,Right
Canada,2026,Player CAN-1,11/05/1998,DF,1,Canada,Manchester City,Premier League,181,71,Right
Canada,2026,Player CAN-2,12/05/1998,DF,2,Canada,Bayern Munich,Bundesliga,182,72,Right
Canada,2026,Player CAN-3,13/05/1998,DF,3,Canada,PSG,Ligue 1,183,73,Left
Canada,2026,Player CAN-4,14/05/1998,MF,4,Canada,Inter Milan,Serie A,184,74,Right
Canada,2026,Player CAN-5,15/05/1998,MF,5,Canada,Al-Hilal,Saudi Pro League,185,75,Right
Canada,2026,Player CAN-6,16/05/1998,MF,6,Canada,Real Madrid,LaLiga,186,76,Right
Canada,2026,Player CAN-7,17/05/1998,FW,7,Canada,Manchester City,Premier League,187,77,Left
Canada,2026,Player CAN-8,18/05/1998,FW,8,Canada,Bayern Munich,Bundesliga,188,78,Right
Canada,2026,Player CAN-9,19/05/1998,FW,9,Canada,PSG,Ligue 1,189,79,Right
Canada,2026,Player CAN-10,20/05/1998,GK,10,Canada,Inter Milan,Serie A,192,86,Right
Canada,2026,Player CAN-11,21/05/1998,DF,11,Canada,Al-Hilal,Saudi Pro League,191,81,Left
Canada,2026,Player CAN-12,22/05/1998,DF,12,Canada,Real Madrid,LaLiga,192,82,Right
Canada,2026,Player CAN-13,23/05/1998,DF,13,Canada,Manchester City,Premier League,193,83,Right
Canada,2026,Player CAN-14,24/05/1998,MF,14,Canada,Bayern Munich,Bundesliga,194,84,Right
Canada,2026,Player CAN-15,25/05/1998,MF,15,Canada,PSG,Ligue 1,180,85,Right
Canada,2026,Player CAN-16,26/05/1998,MF,16,Canada,Inter Milan,Serie A,181,86,Right
Canada,2026,Player CAN-17,27/05/1998,FW,17,Canada,Al-Hilal,Saudi Pro League,182,87,Right
Canada,2026,Player CAN-18,10/05/1998,FW,18,Canada,Real Madrid,LaLiga,183,70,Right
Canada,2026,Player CAN-19,11/05/1998,FW,19,Canada,Manchester City,Premier League,184,71,Right
Canada,2026,Player CAN-20,12/05/1998,GK,20,Canada,Bayern Munich,Bundesliga,192,86,Right
Canada,2026,Player CAN-21,13/05/1998,DF,21,Canada,PSG,Ligue 1,186,73,Left
Canada,2026,Player CAN-22,14/05/1998,DF,22,Canada,Inter Milan,Serie A,187,74,Right
Canada,2026,Player CAN-23,15/05/1998,DF,23,Canada,Al-Hilal,Saudi Pro League,188,75,Right
Canada,2026,Player CAN-24,16/05/1998,MF,24,Canada,Real Madrid,LaLiga,189,76,Right
Canada,2026,Player CAN-25,17/05/1998,MF,25,Canada,Manchester City,Premier League,190,77,Right
Canada,2026,Player CAN-26,18/05/1998,MF,26,Canada,Bayern Munich,Bundesliga,191,78,Right
Japan,2026,Player JAP-1,11/05/1998,DF,1,Japan,Manchester City,Premier League,181,71,Right
Japan,2026,Player JAP-2,12/05/1998,DF,2,Japan,Bayern Munich,Bundesliga,182,72,Right
Japan,2026,Player JAP-3,13/05/1998,DF,3,Japan,PSG,Ligue 1,183,73,Left
Japan,2026,Player JAP-4,14/05/1998,MF,4,Japan,Inter Milan,Serie A,184,74,Right
Japan,2026,Player JAP-5,15/05/1998,MF,5,Japan,Al-Hilal,Saudi Pro League,185,75,Right
Japan,2026,Player JAP-6,16/05/1998,MF,6,Japan,Real Madrid,LaLiga,186,76,Right
Japan,2026,Player JAP-7,17/05/1998,FW,7,Japan,Manchester City,Premier League,187,77,Left
Japan,2026,Player JAP-8,18/05/1998,FW,8,Japan,Bayern Munich,Bundesliga,188,78,Right
Japan,2026,Player JAP-9,19/05/1998,FW,9,Japan,PSG,Ligue 1,189,79,Right
Japan,2026,Player JAP-10,20/05/1998,GK,10,Japan,Inter Milan,Serie A,192,86,Right
Japan,2026,Player JAP-11,21/05/1998,DF,11,Japan,Al-Hilal,Saudi Pro League,191,81,Left
Japan,2026,Player JAP-12,22/05/1998,DF,12,Japan,Real Madrid,LaLiga,192,82,Right
Japan,2026,Player JAP-13,23/05/1998,DF,13,Japan,Manchester City,Premier League,193,83,Right
Japan,2026,Player JAP-14,24/05/1998,MF,14,Japan,Bayern Munich,Bundesliga,194,84,Right
Japan,2026,Player JAP-15,25/05/1998,MF,15,Japan,PSG,Ligue 1,180,85,Right
Japan,2026,Player JAP-16,26/05/1998,MF,16,Japan,Inter Milan,Serie A,181,86,Right
Japan,2026,Player JAP-17,27/05/1998,FW,17,Japan,Al-Hilal,Saudi Pro League,182,87,Right
Japan,2026,Player JAP-18,10/05/1998,FW,18,Japan,Real Madrid,LaLiga,183,70,Right
Japan,2026,Player JAP-19,11/05/1998,FW,19,Japan,Manchester City,Premier League,184,71,Right
Japan,2026,Player JAP-20,12/05/1998,GK,20,Japan,Bayern Munich,Bundesliga,192,86,Right
Japan,2026,Player JAP-21,13/05/1998,DF,21,Japan,PSG,Ligue 1,186,73,Left
Japan,2026,Player JAP-22,14/05/1998,DF,22,Japan,Inter Milan,Serie A,187,74,Right
Japan,2026,Player JAP-23,15/05/1998,DF,23,Japan,Al-Hilal,Saudi Pro League,188,75,Right
Japan,2026,Player JAP-24,16/05/1998,MF,24,Japan,Real Madrid,LaLiga,189,76,Right
Japan,2026,Player JAP-25,17/05/1998,MF,25,Japan,Manchester City,Premier League,190,77,Right
Japan,2026,Player JAP-26,18/05/1998,MF,26,Japan,Bayern Munich,Bundesliga,191,78,Right
South Korea,2026,Player SOU-1,11/05/1998,DF,1,South Korea,Manchester City,Premier League,181,71,Right
South Korea,2026,Player SOU-2,12/05/1998,DF,2,South Korea,Bayern Munich,Bundesliga,182,72,Right
South Korea,2026,Player SOU-3,13/05/1998,DF,3,South Korea,PSG,Ligue 1,183,73,Left
South Korea,2026,Player SOU-4,14/05/1998,MF,4,South Korea,Inter Milan,Serie A,184,74,Right
South Korea,2026,Player SOU-5,15/05/1998,MF,5,South Korea,Al-Hilal,Saudi Pro League,185,75,Right
South Korea,2026,Player SOU-6,16/05/1998,MF,6,South Korea,Real Madrid,LaLiga,186,76,Right
South Korea,2026,Player SOU-7,17/05/1998,FW,7,South Korea,Manchester City,Premier League,187,77,Left
South Korea,2026,Player SOU-8,18/05/1998,FW,8,South Korea,Bayern Munich,Bundesliga,188,78,Right
South Korea,2026,Player SOU-9,19/05/1998,FW,9,South Korea,PSG,Ligue 1,189,79,Right
South Korea,2026,Player SOU-10,20/05/1998,GK,10,South Korea,Inter Milan,Serie A,192,86,Right
South Korea,2026,Player SOU-11,21/05/1998,DF,11,South Korea,Al-Hilal,Saudi Pro League,191,81,Left
South Korea,2026,Player SOU-12,22/05/1998,DF,12,South Korea,Real Madrid,LaLiga,192,82,Right
South Korea,2026,Player SOU-13,23/05/1998,DF,13,South Korea,Manchester City,Premier League,193,83,Right
South Korea,2026,Player SOU-14,24/05/1998,MF,14,South Korea,Bayern Munich,Bundesliga,194,84,Right
South Korea,2026,Player SOU-15,25/05/1998,MF,15,South Korea,PSG,Ligue 1,180,85,Right
South Korea,2026,Player SOU-16,26/05/1998,MF,16,South Korea,Inter Milan,Serie A,181,86,Right
South Korea,2026,Player SOU-17,27/05/1998,FW,17,South Korea,Al-Hilal,Saudi Pro League,182,87,Right
South Korea,2026,Player SOU-18,10/05/1998,FW,18,South Korea,Real Madrid,LaLiga,183,70,Right
South Korea,2026,Player SOU-19,11/05/1998,FW,19,South Korea,Manchester City,Premier League,184,71,Right
South Korea,2026,Player SOU-20,12/05/1998,GK,20,South Korea,Bayern Munich,Bundesliga,192,86,Right
South Korea,2026,Player SOU-21,13/05/1998,DF,21,South Korea,PSG,Ligue 1,186,73,Left
South Korea,2026,Player SOU-22,14/05/1998,DF,22,South Korea,Inter Milan,Serie A,187,74,Right
South Korea,2026,Player SOU-23,15/05/1998,DF,23,South Korea,Al-Hilal,Saudi Pro League,188,75,Right
South Korea,2026,Player SOU-24,16/05/1998,MF,24,South Korea,Real Madrid,LaLiga,189,76,Right
South Korea,2026,Player SOU-25,17/05/1998,MF,25,South Korea,Manchester City,Premier League,190,77,Right
South Korea,2026,Player SOU-26,18/05/1998,MF,26,South Korea,Bayern Munich,Bundesliga,191,78,Right
Australia,2026,Player AUS-1,11/05/1998,DF,1,Australia,Manchester City,Premier League,181,71,Right
Australia,2026,Player AUS-2,12/05/1998,DF,2,Australia,Bayern Munich,Bundesliga,182,72,Right
Australia,2026,Player AUS-3,13/05/1998,DF,3,Australia,PSG,Ligue 1,183,73,Left
Australia,2026,Player AUS-4,14/05/1998,MF,4,Australia,Inter Milan,Serie A,184,74,Right
Australia,2026,Player AUS-5,15/05/1998,MF,5,Australia,Al-Hilal,Saudi Pro League,185,75,Right
Australia,2026,Player AUS-6,16/05/1998,MF,6,Australia,Real Madrid,LaLiga,186,76,Right
Australia,2026,Player AUS-7,17/05/1998,FW,7,Australia,Manchester City,Premier League,187,77,Left
Australia,2026,Player AUS-8,18/05/1998,FW,8,Australia,Bayern Munich,Bundesliga,188,78,Right
Australia,2026,Player AUS-9,19/05/1998,FW,9,Australia,PSG,Ligue 1,189,79,Right
Australia,2026,Player AUS-10,20/05/1998,GK,10,Australia,Inter Milan,Serie A,192,86,Right
Australia,2026,Player AUS-11,21/05/1998,DF,11,Australia,Al-Hilal,Saudi Pro League,191,81,Left
Australia,2026,Player AUS-12,22/05/1998,DF,12,Australia,Real Madrid,LaLiga,192,82,Right
Australia,2026,Player AUS-13,23/05/1998,DF,13,Australia,Manchester City,Premier League,193,83,Right
Australia,2026,Player AUS-14,24/05/1998,MF,14,Australia,Bayern Munich,Bundesliga,194,84,Right
Australia,2026,Player AUS-15,25/05/1998,MF,15,Australia,PSG,Ligue 1,180,85,Right
Australia,2026,Player AUS-16,26/05/1998,MF,16,Australia,Inter Milan,Serie A,181,86,Right
Australia,2026,Player AUS-17,27/05/1998,FW,17,Australia,Al-Hilal,Saudi Pro League,182,87,Right
Australia,2026,Player AUS-18,10/05/1998,FW,18,Australia,Real Madrid,LaLiga,183,70,Right
Australia,2026,Player AUS-19,11/05/1998,FW,19,Australia,Manchester City,Premier League,184,71,Right
Australia,2026,Player AUS-20,12/05/1998,GK,20,Australia,Bayern Munich,Bundesliga,192,86,Right
Australia,2026,Player AUS-21,13/05/1998,DF,21,Australia,PSG,Ligue 1,186,73,Left
Australia,2026,Player AUS-22,14/05/1998,DF,22,Australia,Inter Milan,Serie A,187,74,Right
Australia,2026,Player AUS-23,15/05/1998,DF,23,Australia,Al-Hilal,Saudi Pro League,188,75,Right
Australia,2026,Player AUS-24,16/05/1998,MF,24,Australia,Real Madrid,LaLiga,189,76,Right
Australia,2026,Player AUS-25,17/05/1998,MF,25,Australia,Manchester City,Premier League,190,77,Right
Australia,2026,Player AUS-26,18/05/1998,MF,26,Australia,Bayern Munich,Bundesliga,191,78,Right
Iran,2026,Player IRA-1,11/05/1998,DF,1,Iran,Manchester City,Premier League,181,71,Right
Iran,2026,Player IRA-2,12/05/1998,DF,2,Iran,Bayern Munich,Bundesliga,182,72,Right
Iran,2026,Player IRA-3,13/05/1998,DF,3,Iran,PSG,Ligue 1,183,73,Left
Iran,2026,Player IRA-4,14/05/1998,MF,4,Iran,Inter Milan,Serie A,184,74,Right
Iran,2026,Player IRA-5,15/05/1998,MF,5,Iran,Al-Hilal,Saudi Pro League,185,75,Right
Iran,2026,Player IRA-6,16/05/1998,MF,6,Iran,Real Madrid,LaLiga,186,76,Right
Iran,2026,Player IRA-7,17/05/1998,FW,7,Iran,Manchester City,Premier League,187,77,Left
Iran,2026,Player IRA-8,18/05/1998,FW,8,Iran,Bayern Munich,Bundesliga,188,78,Right
Iran,2026,Player IRA-9,19/05/1998,FW,9,Iran,PSG,Ligue 1,189,79,Right
Iran,2026,Player IRA-10,20/05/1998,GK,10,Iran,Inter Milan,Serie A,192,86,Right
Iran,2026,Player IRA-11,21/05/1998,DF,11,Iran,Al-Hilal,Saudi Pro League,191,81,Left
Iran,2026,Player IRA-12,22/05/1998,DF,12,Iran,Real Madrid,LaLiga,192,82,Right
Iran,2026,Player IRA-13,23/05/1998,DF,13,Iran,Manchester City,Premier League,193,83,Right
Iran,2026,Player IRA-14,24/05/1998,MF,14,Iran,Bayern Munich,Bundesliga,194,84,Right
Iran,2026,Player IRA-15,25/05/1998,MF,15,Iran,PSG,Ligue 1,180,85,Right
Iran,2026,Player IRA-16,26/05/1998,MF,16,Iran,Inter Milan,Serie A,181,86,Right
Iran,2026,Player IRA-17,27/05/1998,FW,17,Iran,Al-Hilal,Saudi Pro League,182,87,Right
